id,sequence_no,speaker,text
TS_EC_Q3_FY2025_0078,78,K Krithivasan,"Too early to call out, Manik. At this time, most of the deals are all in the traditional models only, while people are discussing what options could exist. So, I would say it's a little early to call out on how it will evolve."
TS_EC_Q3_FY2025_0079,79,Manik Taneja,"Sure. Thank you, Krithi. All the best for the future."
TS_EC_Q3_FY2025_0080,80,Moderator,Thank you. The next question is from the line of Abhishek Kumar from JM Financial. Please go ahead.
TS_EC_Q3_FY2025_0081,81,Abhishek Kumar,"Hi. Good evening. Thanks for taking my question. Krithi, I just wanted to pick up one remark you made earlier that furloughs could recover to some extent in next quarter. I was just wondering if you believe there could be some spillover of furloughs into Q1 like what we saw last year."
TS_EC_Q3_FY2025_0082,82,K Krithivasan,"Yes. Like the reason I said that is I see in some geographies, furloughs do spill over into until first couple of weeks of January, but it's a small proportion of overall furlough. So that's the reason I said some furlough recovery, not complete. There will be some spill over in some geographies."
TS_EC_Q3_FY2025_0083,83,Abhishek Kumar,"Sure. But nothing unusual, a similar trend as what we have seen in previous years."
TS_EC_Q3_FY2025_0084,84,K Krithivasan,"Yes, similar to last year."
TS_EC_Q3_FY2025_0085,85,Abhishek Kumar,"Okay. And second question is, you said client budgets are likely to be flat with some positive bias. At the same time, we are hopeful of discretionary spending picking up, just trying to reconcile the two. Do you think there is still reprioritization of budgets where these discretionary spends will be funded by efficiency gains somewhere else or you think budgets could be revised as we go through the year? Thank you."
TS_EC_Q3_FY2025_0086,86,K Krithivasan,"Abhishek, reprioritization will keep happening all the time. But the expectation of ROI or how soon the ROI should be, what is the period by which they must get the return, that bar could change, because clients are interested in doing more, and also, there is a greater interest and focus on discretionary projects. All put together, we find that there will be a positive momentum, and there is a positive bias in the overall budget, but reprioritization will not stop completely. That would be an ongoing process to ensure that they get value out of the project they started."
TS_EC_Q3_FY2025_0087,87,Abhishek Kumar,"Sure, thank you and good luck."
TS_EC_Q3_FY2025_0088,88,Moderator,Thank you. We have our next question from the line of Sumeet Jain from CLSA. Please go ahead.
TS_EC_Q3_FY2025_0089,89,Sumeet Jain,"Happy New Year to entire management. Krithi, I think you mentioned that you are seeing early signs of revival and discretionary spend across various verticals due to political uncertainty being behind in US. But if you look, there is still a lot of uncertainty around potential increase in inflation due to trade tariffs or uncertain government policies or increase in the US interest rates, which we are seeing in the current US bond yields. So how stable is this revival in the discretionary spend you're expecting probably over the next 1 quarter to 2 quarters and the entire CY '25?"
TS_EC_Q3_FY2025_0090,90,K Krithivasan,"Sumeet, what we commented on is based on what our discussions with our customers tell us and what we are seeing in terms of the opportunity and the pipeline. Yes, if the macro changes for the negative in a big way, that will impact. So, I don't think –the discretionary spend will be visibly resistant to macro change. The comment I made is based on what we are seeing today, based on the discussions we are having and the pipeline that we are seeing in front of us."
TS_EC_Q3_FY2025_0091,91,Sumeet Jain,"Got it. That's helpful. And maybe can you also comment around health care, Life Sciences and manufacturing verticals. I was not very clear, are you saying that they have already bottomed out and they will start seeing growth from next quarter onwards or are you still waiting for some clarity there?"
TS_EC_Q3_FY2025_0092,92,K Krithivasan,"From a manufacturing perspective, I feel we'll bottom out in Q4, and growth should revive subsequently. In Life Sciences and Healthcare, that’s one industry waiting for more policy clarity in the US. So once clarity emerges, discretionary spend could return there."
TS_EC_Q3_FY2025_0093,93,Sumeet Jain,"Got it. That's very helpful. Thanks for the opportunity again, and all the best."
TS_EC_Q3_FY2025_0094,94,Moderator,Thank you. We have a next question from the line of Gaurav Rateria from Morgan Stanley.
TS_EC_Q3_FY2025_0095,95,Gaurav Rateria,"Wishing everyone a very Happy New Year. I have 2 questions. First, where are we in our journey of infusing AI into various statement of work that we do with the clients? I'm sure we run thousands of different projects with the clients, and there will be an initiative to infuse AI. So where are we in that journey? And my second question is that, Krithi, you made a comment that discretionary work comes then automatically, the revenue realization is faster would that also mean better revenue productivity, and could that also be a lever for margins?"
TS_EC_Q3_FY2025_0096,96,K Krithivasan,"On infusing AI, it's a continuous process. We are looking to infuse AI in every program, be it AMS program or application development. We are looking to infuse AI; one is from a productivity perspective; two is also the way of bringing technology resilience for our customers and keeping their technology infrastructure future ready. So, it's an ongoing process, almost every large RFP we work with, there is a component of AI infusion and AI gets discussed in almost all of them. In terms of revenue productivity because of discretionary projects, it's a fair assumption to make that discretionary projects should yield a better productivity. But sometimes factors like competition can play out and the overall environment could play out. Generally, better discretionary spend environment should give us a better revenue productivity."
TS_EC_Q3_FY2025_0097,97,Gaurav Rateria,Thank you very much.
TS_EC_Q3_FY2025_0098,98,Moderator,Thank you. We have a next question from the line of Abhishek Pathak from Motilal Oswal. Please go ahead.
TS_EC_Q3_FY2025_0099,99,Abhishek Pathak,"Krithi, just a question on your point earlier around retail is about seeing some recovery. I just wanted to know the drivers behind that and the outlook for that, let's say, for CY'25? And the other thing, likewise on technology and hi-tech, what's your view on the hi-tech vertical? Do you think a lot of the capex spend around GenAI and GPUs is all behind then, can we expect the US big tech companies to maybe shift their focus on services spends for the next year?"
TS_EC_Q3_FY2025_0100,100,K Krithivasan,"On the retail, definitely we are seeing a better outlook and particularly the growth that we are seeing in the essential, fashion apparel kind of sub-segments, we are seeing some sort of early signs of revival of discretionary spending. Again, hi-tech, we are positive overall on the industry. We work with semiconductor players. We work with hyperscalers. Most of them are planning to increase their spend in the coming year. And so, our participation with them will also be improving. So, excepting the professional services side of that industry, the overall hi-tech industry, we are quite positive."
TS_EC_Q3_FY2025_0101,101,Abhishek Pathak,"Great, thank you so much, all the best."
TS_EC_Q3_FY2025_0102,102,Moderator,Thank you. We'll take our next question from the line of Sandeep Shah from Equirus Securities. Please go ahead.
TS_EC_Q3_FY2025_0103,103,Sandeep Shah,"Just to get clarity on BSNL and sorry to harp on the same. The first phase, which largely involved 4G, the belief is the TCV is close to $1 billion. And now you see that tapering extend till 1Q or 2Q of FY '26. So, is it fair to assume the deal TCV is higher than $1 billion in the First Phase?"
TS_EC_Q3_FY2025_0104,104,Samir Seksaria,"We had said that the overall deal TCV was over $1 billion deal. We didn't disclose exactly what the amount was and in line with tradition, we don't disclose client specific deal TCV. Given so much of overall inquisitiveness around BSNL, we have been sharing progress in terms of % completion, and that is the basis of what has been in the public domain. But further client specific details, either in terms of TCV, revenue or margins, it is unlikely that we'll be able to provide further color on it."
TS_EC_Q3_FY2025_0105,105,Sandeep Shah,"Okay. Fair enough. And just last thing, Krithi, is it fair to assume you are expecting recovery in CY'25 in most of the verticals, but auto and aero may lag of the recovery or how do you like to see, which verticals there would be a lag in terms of recovery in discretionary spend?"
TS_EC_Q3_FY2025_0106,106,K Krithivasan,"I won't be able to call back which vertical will lag because, as I said, we don't have full clarity on Life Sciences & Healthcare. Auto and aerospace industry should grow, because of kind of order book they have. See, the challenges they have been having are more transient in terms of labor market or supply chain unrest. And as they stabilize, I think that demand for the environment should improve in the aerospace industry. And we are seeing some revival slowly happening in North America. And as I said, Life Sciences and Health Care, I would like to wait and watch. And most other industries look positive at this time."
TS_EC_Q3_FY2025_0107,107,Sandeep Shah,"Thanks, and all the best."
TS_EC_Q3_FY2025_0108,108,Moderator,"Thank you. Ladies and gentlemen, that was the last question for today. I now hand the conference over to the management for closing comments. Over to you."
TS_EC_Q3_FY2025_0109,109,K Krithivasan,"Thank you, operator. To summarize: Revenue grew by 4.5% year-on-year in constant currency with an operating margin of 24.5% and a net margin of 19.4%. We are very pleased with the strong TCV of $10.2 billion, with a sharp uptick seen across markets and industries. Our campus hiring for the year is going according to plan and preparations are underway to onboard a higher number of campus hires next year. I would like to thank all TCSers' for their efforts and unwavering dedication to realizing their own and the company's potential. We look forward with cautious optimism to the promising opportunities that 2025 will bring for us. With that, we wrap up our call today. Thank you all for joining us."
TS_EC_Q3_FY2025_0110,110,Moderator,"Thank you, members of the management. On behalf of TCS, that concludes this conference call. Thank you for joining us, and you may now disconnect your lines."
