id,sequence_no,speaker,text
TS_EC_Q1_FY2025_0051,51,K Krithivasan,"Nitin, while I did talk about re-evaluation of projects and then also focus on cost optimization and discretionary, the point I also keep mentioning is we don't see a material change between the customer sentiment between last quarter and this quarter. They continue to validate projects and cost optimization projects get a priority over new discretionary project if they are not able to see a short-term ROI. And this will change only when there is a long-term certainty on the economic outlook. Till that happens, the pattern of whatever is happening, whatever happened in the previous quarters will continue. That's the reason also why we are not calling out that growth is back or this momentum will be sustained, because customers do take decisions at a very short notice. Regarding your comment on cost saving of 30% on GenAI, this is depending on the type of engagement, type of project. We have done POC’s also, close to more than 100, 150 projects where we have tested this out on terms of software productivity. It varies anywhere between 5% to 25%. And it also depends on which phase of the project that you are working on. If you are talking only about a testing project, that could probably yield a better productivity gain. We have seen software engineering projects that give productivity anywhere, as I said, between 5% to 20%. And it also depends on the type of technology employed. But we do see about 5% to 20% depending on the type of project is thumb rule that's quite possible."
TS_EC_Q1_FY2025_0052,52,Samir Seksaria,"Regarding the margins, the good thing for us is the biggest headwind which we have in terms of wage inflation is taken upfront. And as you rightly called out, we typically inch up from that in the following quarters. Last year, our execution rigor ensured a good trajectory sequentially each quarter. Subcontractor cost was one of the critical levers in that improvisation. This year, we believe subcontractor cost has bottomed out or will remain stable around this level, need not be an incremental lever. In the short term, pyramid, productivity and utilization still would be the lever and utilization, though we have harped upon it considerably last year, still provides some opportunity."
TS_EC_Q1_FY2025_0053,53,Nitin Padmanabhan,"Sure. So Krithi, just had a follow-up. So, the revaluation of ongoing projects, I think last quarter was pretty bad (4QFY24), not only for you, but for everybody. There was a lot of reprioritization of projects. From a trend perspective, are you seeing that come off or it is still extremely uncertain? Well, it may not have been better this quarter, you see that it is still very uncertain on the reprioritization."
TS_EC_Q1_FY2025_0054,54,K Krithivasan,"This quarter, that is Q1, has been relatively better for us. But we don't know, overall situation remains volatile. So, that is the reason we are continuing to stay cautious on our outlook for the next few quarters."
TS_EC_Q1_FY2025_0055,55,Nitin Padmanabhan,"Sure, that is very helpful. Thank you so much and all the very best."
TS_EC_Q1_FY2025_0056,56,Moderator,Thank you. We have our next question from the line of Sandeep Shah from Equirus Securities. Please go ahead.
TS_EC_Q1_FY2025_0057,57,Sandeep Shah,"Yes. Thanks for the opportunity. Krithi, just wanted to understand, is it fair to believe that the first quarter performance has been higher than the management expectation and what has led to this? Is it largely better than expected discretionary spend revival or better than expected ramp-up in the cost take-out deals?"
TS_EC_Q1_FY2025_0058,58,K Krithivasan,"Sandeep, probably we knew the beginning of the quarter, this is where we were heading towards is what I would say. So to that extent, I wouldn't call it better than expected."
TS_EC_Q1_FY2025_0059,59,Sandeep Shah,"And second, in terms of ramp-down pace in the discretionary project, are you witnessing any kind of declining pace in the ramp-down of discretionary project on a Q-on-Q or a Y-o-Y basis? Or do you believe the pace of ramp-down continues to remain at the same elevated level and there is no change in the pace?"
TS_EC_Q1_FY2025_0060,60,K Krithivasan,"See, as I mentioned before, Q1 was slightly better, but we think it is too early to call that the trend has set in already, like we have to be watchful because the overall sentiment has not changed."
TS_EC_Q1_FY2025_0061,61,Sandeep Shah,"And Krithi, last question in terms of Annuity projects, which are larger projects coming for renewal, what is your experience in terms of clients negotiating for a productivity gain because of GenAI? Is it the earlier response also been true for such kind of an experience on a large renewal where you expect 5% to 20% reduction in those renewals?"
TS_EC_Q1_FY2025_0062,62,K Krithivasan,"No. See, Sandeep, just to make it clear, I said the 5% to 20% productivity on certain phases of the programs are possible. I didn't say the entire project end-to-end life cycle, we can get 5% to 20%. It depends on the individual project and also on the technology, architecture, everything they use. Coming back to renewal, it's a common experience that the customers do experience a productivity improvement but what they also do at that time is usually they add more scope at the time of renewal so that it is to a great extent top line neutral for us and we also bring productivity. So, those discussions continue. Sometimes we see opportunities for using GenAI and wherever you are able to use GenAI and then offer some productivity, we offer those productivity to customers. But if you ask me that is it widespread, I won't say it's very widespread at this time. Like customers do expect productivity but asking for extreme or a high level of productivity gain through GenAI is not a very common place. Like the discussions happen, we do offer to a customer to explore GenAI for software engineering and building productivity, but it is not becoming a huge demand yet."
TS_EC_Q1_FY2025_0063,63,Sandeep Shah,Okay. Fair enough. Thank you and all the best.
TS_EC_Q1_FY2025_0064,64,Moderator,Thank you. Next question is from the line of Vibhor Singhal from Nuvama Equities. Please go ahead.
TS_EC_Q1_FY2025_0065,65,Vibhor Singhal,"Yes. Hi. Thanks for taking my question. So, two questions from my side. One, Krithi, just wanted to understand on the retail segment. I mean, this is a quarter in which we kind of believe we've turned the corner. But for us to be able to report growth on a sustainable basis in this, what exactly are the clients' worries in the sector at this point of time? So, like in BFSI, we know that I think the US macro improves. I think that should lead to some, let's say, incremental spending or a revival of tech spending that they have put on hold. Interest rate cuts could be possible, triggers and all. But what is that is keeping these retail clients their spend on hold? And what could possibly change in the coming quarters for us to start reporting growth in this segment on a sustainable basis?"
TS_EC_Q1_FY2025_0066,66,K Krithivasan,"Vibhor, like there could be a couple of points. One is the overall consumer confidence. The second is also inflation. Because what we see is a varying trend like even in the last few quarters. We have seen some quarters where the essential segment does well, some quarters the essential doesn't do well, speciality does well. So it's a fairly complex situation on which segment does well. But I would say broadly, it should depend on the interest rates and the consumer confidence in the market. We have seen growth in the last two quarters. But we need, as I said if the confidence on consumer confidence or outlook is poor in the coming quarters it may take a hit again."
TS_EC_Q1_FY2025_0067,67,Vibhor Singhal,"Got it. But then improving macro situation in which maybe inflation is coming down with the CPI data today or let's say there's some possibility of let's say, interest rate cuts you expect this segment those should act as tailwinds for the sector."
TS_EC_Q1_FY2025_0068,68,K Krithivasan,"Yes, like if overall confidence goes up and the inflation comes under control, we should expect a pickup in the medium term in this segment."
TS_EC_Q1_FY2025_0069,69,Vibhor Singhal,"Got it. That's really helpful. Just my last question on the manufacturing and healthcare verticals. Now, these two verticals have done really well for us especially over the past three quarters. They've been doing well for almost the entire industry with the kind of spends in that. Any possible headwinds that you are seeing in this segment or at least at this point of time the growth momentum should continue?"
TS_EC_Q1_FY2025_0070,70,K Krithivasan,"By and large, we are fine. But that could be in terms of like if you take automotive industry with the advent of EVs coming in, the whole industry is getting reshaped. So there would be some changes in the spending priority or investment priority in this industry. So that would be something to watch out for like adoption of EVs and how the OEMs themselves are going towards vertical integration. How much they do that vertical integration, how much they impact the tier 1s. Those are the areas that we have to watch out for."
TS_EC_Q1_FY2025_0071,71,Vibhor Singhal,Got it. Sure. Thank you so much for taking my questions and I wish you all the best.
TS_EC_Q1_FY2025_0072,72,Moderator,Thank you. We have our next question from the line of Gaurav Rateria from Morgan Stanley. Please go ahead.
TS_EC_Q1_FY2025_0073,73,Gaurav Rateria,"Hi, thanks for taking my question. The first question is around the nature of deal pipeline. If you could just a little bit elaborate more on what kind of deals you're seeing in the pipeline and has there been any shift in the mix of the deals towards more smaller deals that get consumed into revenue faster or it continues to remain the way it was in the last few quarters?"
TS_EC_Q1_FY2025_0074,74,K Krithivasan,"Yes. Gaurav, the type of work the deals, are led by cost optimization and discretionary spending. Within that you can have programs like vendor consolidation, operating model transformation, application modernization. I would say there is not a major shift, okay, but we do hear more about application modernization compared to the past. And on the discretionary spend side, you also look at a supply chain modernization, customer experience transformation, those kinds of programs we keep seeing. From the nature of the opportunity, typically the cost optimization programs tend to be more tenured because customers give us a large chunk of their AMS for a longer tenure, but whereas the discretionary programs tend to be more short tenure. But overall, if you look at that average tenure, I would say tenure is slowly inching less, like instead of a longer program, 3 years or 4 year programs, we tend to see programs of shorter nature at a global level."
TS_EC_Q1_FY2025_0075,75,Gaurav Rateria,"Secondly, on the BFS, you did talk about some better trend in North America this quarter. Is there any reason to believe that the projects that you have embarked upon would not continue in the near term? I'm just trying to understand that from a visibility perspective, at least some of these projects should continue if they are longer tenured, right? So, then from a visibility point of view in the BFS vertical, there should be a decent visibility at least for the near term?"
TS_EC_Q1_FY2025_0076,76,K Krithivasan,"As we told you before, Gaurav, as we see today, we don't see a bad or an increasing trend of project cancellation. But at the same time, we remain careful that customers do pause these programs at a shorter notice. So, as I see today, it is continuing the same pace as it was before."
TS_EC_Q1_FY2025_0077,77,Gaurav Rateria,"Last question from me. The headcount, we have seen a positive addition after last several quarters. So is this a reflection of that utilization has kind of peaked out or reached an optimal level where we should be? Or is it also a reflection that our order book is to be executed in the coming quarters and hence we will be needing more heads on the roles? Thank you."
TS_EC_Q1_FY2025_0078,78,Milind Lakkad,"I think our hiring, we should not look at it from a quarterly standpoint. We look at it means our training hiring, we look at it from an annual standpoint. And that is the annual thing, core part of our strategy and that is how we hire. And there is no direct linkage to the demand because it is also, this will go through a significant amount of talent development and training and eventually they get deployed to the projects. So yes, some of it can be the factor because we have utilized on the investments we made last year and the year before that. And some of it is also because of the fact that we want to plan for this year properly."
TS_EC_Q1_FY2025_0079,79,Gaurav Rateria,Thank you.
TS_EC_Q1_FY2025_0080,80,Moderator,"Thank you. Ladies and gentlemen, that was the last question for today. I now hand the conference over to the management for closing comments. Over to you."
TS_EC_Q1_FY2025_0081,81,K Krithivasan,"Thank you, operator. We are very pleased with our first quarter performance, growing at 4.4% Year-on-Year in Constant Currency, amidst the cautious outlook prevailing in the major markets. Deal momentum continued to be very strong in Q1, with our order book at $8.3 billion for the quarter. Operating margins were at 24.7%, declining 130 bps sequentially following our annual wage hikes with effect from April 1. Our net margin is at 19.2%. We will be honouring all the job offers we have made but remain focused on utilizing the capacity we have already built up. Our LTM attrition in IT services fell further to 12.1%. We plan to build the largest AI-ready workforce in the world, by organically reskilling our employees. We continue to deliver industry leading metrics, winning market share and creating value for all our stakeholders. We have an experienced and stable leadership team, and an extremely dedicated workforce. It has been the hard work of 600,000+ TCSers which is helping us achieve excellence every day and I would like to thank each one of them for their contribution to our shared success."
TS_EC_Q1_FY2025_0082,82,Moderator,"Thank you, members of the management. On behalf of TCS, that concludes this conference call. Thank you for joining us and you may now disconnect your lines."
