id,sequence_no,speaker,text
TS_EC_Q2_FY2024_0058,58,K Krithivasan,"So, on the retail segment, your observation is correct. Like it's been a tough quarter. But see, on a year-on-year basis, retail segment has grown marginally. But this quarter has been tough because we are seeing that even the essential spending has also come down. Normally -- essential with a strong sector for us. This time even essential has been quite weak. We need to see like, as I was mentioning before, once the consumer spending picks up, all these things will bottom out and then we'll be able to grow. But as I said, I cannot call it when it will turn, but it's been, as I said, multiple sub-verticals within retail have been weak, like essentials normally will be strong, but this time it's been weak, which has resulted in this weakness."
TS_EC_Q2_FY2024_0059,59,Vibhor Singhal,"So no signs of conversations with the clients, which could hint that some --their expectations as to what are they looking at?"
TS_EC_Q2_FY2024_0060,60,K Krithivasan,"As I was mentioning before, they look at one, what is the forecast for the coming quarter if they expect there's a certainty on growth or they look at what is the projection on spending. Once one of these two comes back, the retail sector will also start investing. Currently while the spending is still reasonably high, household savings in US have come down which is creating some sort of uncertainty. So, but there could be a holiday season optimization also. So we will get to see when some of these macros turn positive, we'll see more of the growth indication coming in."
TS_EC_Q2_FY2024_0061,61,Vibhor Singhal,"Got it, got it sir. Also, just one follow up question in terms of just a bookkeeping question. What did you mention was the reason for the sharp reduction in headcount in this quarter?"
TS_EC_Q2_FY2024_0062,62,Milind Lakkad,"We have been investing in fresh talent for almost 18 months and that investment is now paying off. And as a result, and also because of lower attrition, we kind of recalibrated our gross hiring and those numbers are less than our attrition. And hence, there's a net reduction."
TS_EC_Q2_FY2024_0063,63,Vibhor Singhal,"Got it, got it. And do we expect this thing to maybe continue? Because I mean, attrition is, I think, easing off further. And so do we believe this headcount reduction will continue for some time? Or do you think it could stabilized in the coming quarters?"
TS_EC_Q2_FY2024_0064,64,Milind Lakkad,"We will continue to look at all the other parameters including growth and based on that, make the calls. I expect the numbers to be, may not be this high or maybe similar or may be little more than zero - in that range in the coming quarters."
TS_EC_Q2_FY2024_0065,65,Vibhor Singhal,Got it sir. Thank you so much for taking my questions and wish you all the best.
TS_EC_Q2_FY2024_0066,66,Moderator,Thank you. We have our next question from the line of Abhishek Kumar from JM Financial. Please go ahead.
TS_EC_Q2_FY2024_0067,67,Abhishek Kumar,"Hi, good afternoon and thanks for taking our question. I have a question on deal wins. I know, you mentioned that the quarterly run rate has gone up from $7 billion to $10 billion. Just wanted to understand, given that the contribution of the deal now is more cost take out. How should we look at ACV of the deal? Any color Has the ACV also gone up in-line with improvement in TCV or there is any difference in ACV?"
TS_EC_Q2_FY2024_0068,68,K Krithivasan,There is no specific call-out on that. I think that ACV has remained similar to what it was before. I don't think the deal tenure has significantly increased. It's more or less same as before.
TS_EC_Q2_FY2024_0069,69,Abhishek Kumar,"Okay. My next question is on Gen AI. I was just wondering about the investments that we are doing or many of our peers are doing in Gen AI. There doesn't seem to be any margin headwind. Essentially, it looks like we are reprioritizing our own budgets for investing in Gen AI. Is it something that clients are also kind of creating investments in Gen AI in a similar fashion? And therefore, it is at best kind of a net neutral from a demand perspective?"
TS_EC_Q2_FY2024_0070,70,N G Subramaniam,"I think it's safe to assume that it is neutral, primarily because I think we are in an investment cycle like our clients. We as a company are also investing a lot in training our employees, in creating learning platforms and you know separate environment, like we talked about the AI Playground, which we launched, in which we are making available all the digital infrastructure tools and technology in which people can train and people can actually develop things, right? And get used to how this particular technology works and that can be meaningfully deployed to our clients. There's a lot of investment happening outside. Our clients also invest in the technology to do small projects, proof-of-concepts, a proof-of-values and then structure typical use case and so on and so on. We also invested in cataloguing several use cases by verticals and by technology to see how this particular technology can meaningfully deliver value on a sustainable basis. So I think in all that, there is demand, but I wouldn't rate it to be very high. But I would say that look, I think all directions indicate that this is something that will mature and the potential for embedding it and embracing it all across our IT services value chain is huge."
TS_EC_Q2_FY2024_0071,71,Abhishek Kumar,Great. That was helpful. Thank you and all the best.
TS_EC_Q2_FY2024_0072,72,Moderator,Thank you. We have our next question from the line of Gaurav Rateria from Morgan Stanley. Please go ahead.
TS_EC_Q2_FY2024_0073,73,Gaurav Rateria,"Hi, thank you for taking my question. So the first question, again, coming to revenue. There are multiple moving parts, which is inflow of new work, project completions and reprioritization of existing book. But if we were to just look at only the inflow of the new order wins, would it be fair to believe that inflow number should be better in the second half compared to first half based on the deals that we have already reported?"
TS_EC_Q2_FY2024_0074,74,K Krithivasan,"Yes, the inflow should continue to improve from the new order wins. That’s a fair assessment."
TS_EC_Q2_FY2024_0075,75,Gaurav Rateria,"Secondly are there anything to call out with respect to any unusual project completions, which are scheduled in second half which is keeping your optimism under check? I understand the leakage part of the business, but just trying to understand any project completions, which also could be one of the reasons for keeping your optimism under check?"
TS_EC_Q2_FY2024_0076,76,K Krithivasan,"Gaurav, nothing material that comes to our mind. In fact project completions will take place in the normal course, but nothing very material that comes to mind."
TS_EC_Q2_FY2024_0077,77,Gaurav Rateria,"Got it. Last question on the margin levers front, how much more room we may have on the utilization and productivity metrics. Those would still continue to be levers in the near term in 3Q, 4Q point of view? Thank you."
TS_EC_Q2_FY2024_0078,78,Samir Seksaria,"Yes, Gaurav. Those will continue to be levers. We invested significantly when the supply environment was challenging. And utilization as well as some flab sitting on the direct cost itself, are levers. So all of it, which you mentioned, that is, productivity, utilization and in the given environment, the subcontractor costs also, continue to be levers in Q3 and Q4."
TS_EC_Q2_FY2024_0079,79,Gaurav Rateria,Thank you.
TS_EC_Q2_FY2024_0080,80,Moderator,"Thank you. We have our next question from the line of Moshe Katri from Wedbush Securities. Please go ahead. Mr. Moshe Katri you may please proceed with your question. As there is no response, we'll move to the next question from the line of Rahul Jain from Dolat Capital. Please go ahead."
TS_EC_Q2_FY2024_0081,81,Rahul Jain,"Yes, hi. Thanks for the opportunity. I just wanted to understand little bit on the rationale of reassigning this regional markets and others segment. What is left out of here because it seems the same vertical, which has been losing some component into this line item has again gained back in a similar fashion. So which region do we ascribe to and what is left now?"
TS_EC_Q2_FY2024_0082,82,K Krithivasan,"Rahul, we wanted to give you all a global color of what is happening in a given industry vertical rather than splitting them into regions. So as much as possible, wherever revenue streams are stable and mature, we put them under the industry vertical. And where there's still a lot of volatility, we continue to keep in Regional Markets and Others. With that, we have moved our APAC and EMEA region revenues into the respective industry verticals. We continue to keep India, Public Services, Japan and Products & Platforms in the Regional Markets and Others line. It's to ensure that we can give you more global color at the industry level."
TS_EC_Q2_FY2024_0083,83,Rahul Jain,"Okay. So what I understood is that India, Japan and product and platform is broadly the component in this at this point?"
TS_EC_Q2_FY2024_0084,84,K Krithivasan,"Exactly, in the regional market. Yes."
TS_EC_Q2_FY2024_0085,85,Rahul Jain,"Yes. And just a small extension to that, if we see over a period of time, our contribution from Asia, Middle East, Africa, the market which you called out have come off over last six years, while the contribution in this period has increased for Europe as an end market. So does that also mean that are very large portion of P&P implied -- would it be Japan and Europe?"
TS_EC_Q2_FY2024_0086,86,K Krithivasan,"No, I didn't get the last part, Rahul?"
TS_EC_Q2_FY2024_0087,87,Samir Seksaria,"No. So Rahul, if you look at it, it's also a matter of growth coming in across various segments. We are not breaking those out into respective segments, but every component has grown. P&P has grown, Japan has grown but not P&P in Japan."
TS_EC_Q2_FY2024_0088,88,Rahul Jain,"Yes, I understand. Probably I'll take it offline. Thank you."
TS_EC_Q2_FY2024_0089,89,Moderator,"Ladies and gentlemen that was the last question for today. I now hand the conference over to the management for the closing comments. Over to you, sir."
TS_EC_Q2_FY2024_0090,90,K Krithivasan,"Thank you, operator. In Q2 our revenue grew 7.9% in Rupee terms and 2.8% in constant currency terms. Our growth was affected by the holding back of discretionary spends by clients. Improved utilization, productivity and other efficiencies helped expand our operating margin by 110 basis points sequentially to 24.3%. Our net margin is at 19%. Generative AI continues to drive client conversations. We have hundreds of opportunities in the pipeline and embedding Generative AI solutions is helping us win large deals. We continue to invest in building our capabilities. We now have over 100,000 Generative AI-ready employees and are investing in building differentiated capabilities within Generative AI in our portfolio of award-winning products and platforms. Deal momentum continued to be very strong in Q2, with our order book at $11.2 billion, the second highest TCV ever. On the people front, we continue to have the right talent, but have recalibrated our grass hiring to ensure better utilization of our existing capacity. Our LTM attrition in IT services fell further to 14.9%. Lastly, our Board has recommended a second interim dividend of `9 per share and also a share buyback to a tune of `17,000 crore at `4,150 per share. With that, we wrap up our call today. Thank you all for joining us. Enjoy the rest of your evening and -- or day and stay safe. Thank you."
TS_EC_Q2_FY2024_0091,91,Moderator,"Thank you, members of management. On behalf of TCS, that concludes this conference call. Thank you for joining us and you may now disconnect your lines."
TS_EC_Q2_FY2024_0092,92,Note,This transcript has been edited for readability and does not purport to be a verbatim record of the proceedings
