id,sequence_no,speaker,text
TS_EC_Q3_FY2024_0058,58,Samir Seksaria,"Gaurav, I will distinguish realization from pricing. Pricing environment is stable. Realization is an outcome. You can measure it as revenue per FTE and you will notice that it has been improving and it's a combination of factors, utilization versus productivity, use of tool sets, etc., helping in. And we have been banking on these levers for a few quarters. Structurally, on a longer-term basis, the cost structures would be based on these levers and pyramid, etc. and we'll continue to drive efficiency across these metrics."
TS_EC_Q3_FY2024_0059,59,Gaurav Rateria,"Got it. And last question, like I know that we should look at the TCV numbers more on a 12-month basis rather than on one quarter basis because of the variations that can happen. But if you look at trailing 12-month growth, whatever that number is, should that be a fair reflection of growth going forward in terms of revenue or there can be more nuances that you have to keep in mind? Thank you."
TS_EC_Q3_FY2024_0060,60,K Krithivasan,"Gaurav, by and large, the TCV, is a lead indicator of more medium to long-term growth performance and it gives you the confidence directionally on whether what the market is thinking, how our growth would be, so from that perspective, the last three quarters, it's been very strong at $10 billion almost every quarter. And even this quarter, we had $8 billion. Note that there have been some lumpiness in the prior quarters because of inclusion of mega deals. We don't see current quarter’s TCV as a great big variation from what we had in the previous quarter. And as we said before, the TCV metric gives us confidence on the medium to long-term growth potential."
TS_EC_Q3_FY2024_0061,61,Moderator,We have our next question from the line of Apurva Prasad from HDFC Securities. Please go ahead.
TS_EC_Q3_FY2024_0062,62,Apurva Prasad,"Thanks for taking my question. My first question is on the BFSI vertical. Would it be fair to say that BFSI grew on a sequential basis if I adjust for the large program completion in North America, which you had referred to earlier and the furlough impact in specific Europe BFSI account?"
TS_EC_Q3_FY2024_0063,63,N G Subramaniam,"I would agree with your view, adjusting to the large BFSI program that we completed in North America and furlough impact we had across markets; I think BFSI actually did well. The deal closures in BFSI vertical are also quite broad-based across markets. I would agree that BFSI is actually a positive thing from my perspective, and it will only further improve from here."
TS_EC_Q3_FY2024_0064,64,Apurva Prasad,"Got it. And Samir, my question to you is on margins. What further headwinds do you see as BSNL ramps up next quarter or any other headwinds that you may want to call out for next quarter?"
TS_EC_Q3_FY2024_0065,65,Samir Seksaria,"See, overall, we are focused on managing our margins at a portfolio level, and that's what we called out. There were a lot of apprehensions last quarter as well in terms of how large deal wins will impact margins. We look forward towards managing it at an overall portfolio basis. And you know the normal headwinds which we have in a year. Q1 would have expected increments related increases, etc. The business certainty of growth also a margin lever."
TS_EC_Q3_FY2024_0066,66,Moderator,Thank you. We have our next question from the line of Ravi Menon from Macquarie. Please go ahead.
TS_EC_Q3_FY2024_0067,67,Ravi Menon,"Hi, thank you and congratulations on your margin performance. Samir, one popular belief is that large deals come with an increase in unbilled revenue. Can you talk us through why unbilled revenue is down Q-on-Q despite the BSNL deal ramping up this quarter?"
TS_EC_Q3_FY2024_0068,68,Samir Seksaria,"No, it's not always that large deals come with unbilled revenue. Yes, some of them would have it. But in this quarter, unbilled revenue is down because we had a focused effort concentrating on that metric. And I think overall, the business has delivered quite well on ensuring unbilled revenues go down. And we see a slight impact of that in terms of the DSOs going up by two days because the unbilled revenues got converted into invoicing and that's a good thing to have because it leads to better visibility on collections."
TS_EC_Q3_FY2024_0069,69,Ravi Menon,"Thank you. And if I heard NGS correctly at the press conference, you said BFSI will return to growth next quarter. Is this due to a change in how discretionary spending decisions are being made or due to any specific deal ramp-ups?"
TS_EC_Q3_FY2024_0070,70,N G Subramaniam,"I think, as I said, overall, BFSI, if I look at all our clients in BFSI, many of them actually grew or stayed flat. There has been a marginal growth in each one of them. And the actual de-growth eventually happened because of two large programs that we completed and the furloughs. Adjusted for that, we believe that it will be a positive momentum for us in BFSI vertical in the next quarter. Coupled with some of the deals that we have won, I think that should also ramp up in the coming quarter in the Q4 and Q1. And all that is what makes us feel that BFSI will actually return to growth, at least in our portfolio of clients that we have."
TS_EC_Q3_FY2024_0071,71,Ravi Menon,"Thank you. And one last follow-up, if I may. You talked about your specific advantages on contextual knowledge and how the overall value that you provide to the customer and the solution. Could you tell us how many solution architects, overall software architects you have within your employee base, maybe a rough proportion."
TS_EC_Q3_FY2024_0072,72,K Krithivasan,"We don't give that kind of break down, Ravi."
TS_EC_Q3_FY2024_0073,73,Ravi Menon,Thank you. Best of luck.
TS_EC_Q3_FY2024_0074,74,Moderator,Thank you. We have our next question from the line of Moshe Katri from Wedbush Securities. Please go ahead.
TS_EC_Q3_FY2024_0075,75,Moshe Katri,"Thank you and congrats on very strong execution in a pretty tough environment. I have two questions from my side. First, we continue to see a disparity in performance in Europe versus North America. Can you provide some color on that? And do you think that disparity kind of will maybe disappear down the road given your pipeline?"
TS_EC_Q3_FY2024_0076,76,K Krithivasan,"If you look at our pipeline, Europe has also been good. It's improved this quarter. And we have seen our TCV in Europe also has improved. In fact, our Europe geography did better this quarter compared to North America, on a sequential basis. So, it's reasonable to expect that Europe will also return to growth in the medium to long term. We mentioned before that we are hoping growth returns in North America as well. I don't know whether there will be parity, but there'll always be some differences, but we hope in the medium to long term, both the markets will return to growth."
TS_EC_Q3_FY2024_0077,77,Moshe Katri,"Understood. And then the follow-up, I just want to clarify given some of your commentary and looking at your pipeline, are we seeing more optimism for discretionary spending during the next few quarters, more on the digital side? And obviously what we've seen on the TCV side, the main drivers were more on the cost takeout kind of area. But any color on the discretionary side outlook for the next few quarters? Thanks a lot."
TS_EC_Q3_FY2024_0078,78,K Krithivasan,"Whatever the proportion between discretionary, non-discretionary existed in last quarter or last couple of quarters, we see that has not filtered or changed significantly. It's continuing to be the same."
TS_EC_Q3_FY2024_0079,79,Moderator,Thank you. We'll take our last question from the line of Dipesh Mehta from Emkay Global. Please go ahead.
TS_EC_Q3_FY2024_0080,80,Dipesh Mehta,"Two questions. First, on BFSI. If I look last 3 years, BFSI deal intake remained around $10.5 billion on last 12 months basis. So more or less flattish, if I look, let's say, 3-year basis, in a way it gets reflected in revenue growth performance also in BFSI. Can you help us understand from a medium- to long-term perspective how one should look at BFSI growth trajectory? Second question is about non-CIO spending exposure. If you can help us understand how we are placed to participate in non-CIO spending, CMO, CGO-related spending? Thank you."
TS_EC_Q3_FY2024_0081,81,N G Subramaniam,"In BFSI, we manage a large portfolio across banking, capital markets and insurance and products and platforms. Because of the varied nature of this vertical, let's say, if banking does well, sometimes capital markets remains weak. Insurance has been doing well for us in the last few quarters. The products and platforms also had a significantly good run for us. I believe that in banking, capital markets, insurance and the platforms if all of them fire, then you will see a very distinctively huge growth. But the nature of the industry is such that, if one or the other declines, we end up seeing a flat to negative growth. And we are managing it as a portfolio and we are happy that there is always a cost and optimization focus in BFSI. While they continue to explore new technologies, and then in terms of the number of hours of technology services that we provide to banking financial services, we track it to the extent that look we are gaining market share in BFSI, while overall revenue and the portfolio may see some moderate growth. That's the way I'll put it."
TS_EC_Q3_FY2024_0082,82,Dipesh Mehta,Yes. Can you answer the second one on non-CIO share of spend?
TS_EC_Q3_FY2024_0083,83,N G Subramaniam,"Non-CIO revenue across the verticals, I think you see some growth. And separately, if you look at the revenue on the CMO side or COO side, they are improving. And as enterprises adopt cloud and Generative AI technologies, what is really kicking off is the digital marketing right now. And we are seeing good growth and opportunities coming for the whole TCS interactive portfolio. We stay focused on cost optimization and vendor consolidation on one side and the growth and transformation projects on the other side. The majority of the growth and transformation projects that we have won within our G&T portfolio are really led by business."
TS_EC_Q3_FY2024_0084,84,Dipesh,Is it possible to quantify some numbers here? What would be the share of revenue?
TS_EC_Q3_FY2024_0085,85,N G Subramaniam,"We have not started to give that out, and let's hope that this year, augurs well for us to give you more color on all of this."
TS_EC_Q3_FY2024_0086,86,Dipesh,Thanks.
TS_EC_Q3_FY2024_0087,87,Moderator,"Thank you. Ladies and gentlemen, that was the last question for today. I now hand the conference over to the management for closing comments. Over to you, sir."
TS_EC_Q3_FY2024_0088,88,K Krithivasan,"Thank you, Operator. In Q3, our revenue grew 4.0% in rupee terms and 1.7% in constant currency terms. Improved productivity and other operational efficiencies, along with further optimization of subcontractor expenses, helped expand our operating margin, offsetting margin headwinds from furloughs and higher third-party expenses. We were able to improve operating margins to 25.0%. Our net margin is at 19.4%. Deal momentum continued to be very strong in Q3 with our order book at $8.1 billion. Our LTM attrition in IT services fell further to 13.3%. Our Board has recommended a dividend of ₹27 per share, including special dividend of ₹18 per share. We continue to invest in building our Gen AI offerings, deepening our employees' skills on Gen AI and are building differentiated capabilities, integrating Gen AI in our portfolio of products and platforms. We continue to deliver strong and resilient growth, winning market share with industry-leading margins. Our resilience is a result of our ongoing investment and exceptional leadership team under extremely talented and dedicated workforce. I want to thank each of them for what has truly been an outstanding performance in a challenging environment that we should all be proud of. With that, we wrap up our call for today. Thank you all for joining us. Enjoy the rest of your day and stay safe. Thank you."
TS_EC_Q3_FY2024_0089,89,Moderator,"Thank you, members of the management. On behalf of TCS, that concludes this conference call. Thank you for joining us, and you may now disconnect your lines."
